date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:21	31762/31762	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-7c12%22	https://scikit-learn.org/stable/modules/random_projection.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/random_projection.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:21	39544/39544	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-9a78%22	https://scikit-learn.org/stable/modules/kernel_approximation.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/kernel_approximation.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:21	38826/38826	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-97aa%22	https://scikit-learn.org/stable/modules/metrics.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/metrics.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:21	26065/26065	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-65d1%22	https://scikit-learn.org/stable/modules/preprocessing_targets.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/preprocessing_targets.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:22	45696/45696	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-b280%22	https://scikit-learn.org/stable/datasets/toy_dataset.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/datasets/toy_dataset.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:22	80197/80197	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-13945%22	https://scikit-learn.org/stable/datasets/real_world.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/datasets/real_world.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:22	29837/29837	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-748d%22	https://scikit-learn.org/stable/datasets/sample_generators.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/datasets/sample_generators.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:23	47074/47074	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-b7e2%22	https://scikit-learn.org/stable/datasets/loading_other_datasets.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/datasets/loading_other_datasets.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:23	31626/31626	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-7b8a%22	https://scikit-learn.org/stable/computing/scaling_strategies.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/computing/scaling_strategies.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:23	45235/45235	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-b0b3%22	https://scikit-learn.org/stable/computing/computational_performance.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/computing/computational_performance.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:24	41933/41933	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-a3cd%22	https://scikit-learn.org/stable/computing/parallelism.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/computing/parallelism.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:24	23866/23866	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5d3a%22	https://scikit-learn.org/stable/modules/array_api.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/array_api.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:24	520/520	---M-Z	200	added ('OK')	text/plain	etag:W/%22645b7f70-208%22	https://scikit-learn.org/stable/_sources/user_guide.rst.txt	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/_sources/user_guide.rst.txt	(from https://scikit-learn.org/stable/user_guide.html)
